Text,True Label,Predicted Label,Real Category,Subcategory,Original Raw Text
pay entire balance chase visa submit payment balance balance notice end   credit score drop balance card unbeknownst son find balance pay   late payment chase penalize etent ridiculous credit score balance reduce,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports",XX/XX/2020 I paid the entire balance on my Chase Visa. After submitting the payment my balance showed {$0.00} balance. I noticed at the end of XX/XX/2020 after my credit score kept dropping that I had a balance of {$6.00} on my card unbeknownst to me. As soon as I found out about the balance it was paid on XX/XX/2020. I have never had ONE late payment ever and for Chase to penalize me to this extent is ridiculous!!!!! My credit score is now XXXX and my balance has been reduced to {$500.00}.
mutual agent   file default complaint state default court ignore apeale mutual close ofice thrift file bankruptcy court conduct sherif sale property apeale purchase confirm property record transfered receiver sucesor interest mutual submit fdic notice forbid continuation contract ignore rule favor create case submit second asignment mortgage notarize claim vice president loan documentation service   recieve day eviction notice writ posesion delay cause national asociation sucesor interest fdic receiver mutual bank purchaser real estate atache afidavit military service list plaintif file speak numerous ocasion tell client draw file list time cale speak   supervisior loke social security number property adre tell fraudulent eviction eecute asigne property purchase fdic sucesor interest fraudulent foreclosure ask yrs notice foreclose consent involvement inform atorney clerk court prosecutor ofice complaint dismise faed copy ask return home inform day dor lock time cale legal department tell receive email confirm involvement foreclosure asigne mortgage property hire retain atorney eecute ev iction afidavit fraudulent service asignment work court refuse acknowledge fraud contact reason investigate word confirm file reconsideration district county obvious year want lose home hour   cal discover fraud doubt pay atention answer email phone cal general claim civil case court help judge state party case send low cost housing alternative fine lose home wrong district claim plain eror basicaly public lose confidence judicial system home money course disagre confirm fraud,2,3,Bank Account or Service,Bank account or service,"Washington Mutual as agent for XXXX XXXX filed a default Complaint stating I was in default beginning XX/XX/XXXX. 
I was n't and never had been. 
The Court has ignored this. 
While we were appealing Washington Mutual was closed by the Office of Thrift and filed bankruptcy XX/XX/XXXX. 
XXXX County Court conducted a Sherriffs sale on the property ( while we appealed ) XX/XX/XXXX which was purchased /confirmed to Washington Mutual. In XX/XX/XXXX and again in XX/XX/XXXX the property was recorded as transferred to JP Morgan Chase FDIC receiver as successor in interest to Washington Mutual. 
I submitted the FDIC notice forbidding continuation of contracts with Washington Mutual, ( ignored ) The Supreme Court ruled in my favor after XXXX XXXX XXXX created a XXXX XXXX case submitting a second assignment of mortgage from a notarized affidavit XXXX XXXX claiming she was vice President of Loan Documentation servicing both XXXX XXXX and JP Morgan Chase. 
XX/XX/XXXX we recieved a 10 day eviction notice on the writ of possession "" without delay you cause JP MORGAN CHASE BANK , NATIONAL ASSOCIATION THE SUCESOR IN INTEREST FROM THE FDIC AS RECEIVER OF WASHINGTON MUTUAL BANK, THE purchaser of the real estate. '' Attached was an Affidavit as to Military Service listing XXXX XXXX as the plaintiff. 
The Attorney firm XXXX, XXXX XXXX, XXXX XXXX, Attorney XXXX XXXX XXXX filed this. 
I spoke to XXXX on numerous occasions who told me her client was XXXX XXXX. 
This was with drawn only to file a XXXX with out XXXX XXXX name listed. 
This time I called JP MORGAN, I spoke to XXXX supervisiors who looked this up with my social security number, the property address, XXXX XXXX XXXX Ohio XXXX. Was told this was a fraudulent eviction. JP Morgan did not execute this, they were not assigned this property, they did not purchase it and the FDIC did not name them as successor in interest during a fraudulent foreclosure. I was asked why in 8 yrs no one has noticed XXXX XXXX was foreclosing in the name of JP Morgan with out their consent or involvement. 
I informed the Attorneys, the Sheriff 's Office, Clerk of Courts and someone from the Prosecutors office my complaints were dismissed. I faxed a copy of this to JP Morgan research dept. as asked. 
XX/XX/XXXX a sheriff returned to my home informing me I had 3 days to get out before the doors were locked. 
This time I called JP MORGans legal department. I was told I would receive something by email confirming they have/had no involvement in the Foreclosure, was not assigned the mortgage or property, they did n't hire /retain these attorneys, nor execute this ev iction. 
XXXX XXXX affidavit is also fraudulent JP Morgan is not servicing this assignment and she does n't work for them. 
Both Courts have refused to acknowledge this as fraud. 
I also contacted the FBI who said they have reason enough to investigate but nothing except my word to confirm this. 
I have until Friday to file a reconsideration with the XXXX District Appellate Court ( XXXX County ) where it is obvious after 8 years they want me to lose my home. 
JP Morgan Chase legal said I would have this in 48 hours. XX/XX/XXXX. 
I do not have it, I made the calls, I discovered this fraud with out any doubt but no one will pay attention. 
Gov XXXX will not answer emails, or phone calls. The Attorney Generals office claims it is a civil case in Court and will not help. The Judge stated XXXX XXXX is not a party to this case and XXXX XXXX XXXX sent low cost housing alternatives Everyone is fine with me losing my home when I did nothing wrong. 
The XXXX District claims this is not Plain Error, basically that the public would n't lose confidence in the Judicial System if XXXX XXXX takes my home ( after taking all my money ). 
I of course disagree but I need JP Morgan to confirm this is fraud in their name."
time vanity gain ace believe personal information include social security number use open acount permision authorization hope submit stop isue ocure,1,2,Credit Cards and Prepaid Cards,Credit card or prepaid card,At the time of that vanity to gain access I believe all my personal information including my Social Security number was used to open up accounts without my permission and my authorization I hope I submitting this it will put a stop to this issue from ever occurring
debit card steal pin   use large volume transaction location pin use transaction total fraudulent transaction inform chase phone card lock submit claim refund receive questionaire mail chase incident file return chase deny claim becuase pin use transaction know,1,2,Credit Cards and Prepaid Cards,Credit card or prepaid card,"My debit card was stolen with the pin around XX/XX/XXXX or XX/XX/2018, and used for a large volume of transactions at various locations and the pin was used on some of the transactions. The total amount of fraudulent transactions was around {$2400.00}. I informed Chase by phone on XX/XX/2018, had the card locked, submitted a claim for refund. I received a questionnaire in the mail from Chase about the incident, filled it out and returned it. Chase has denied the claim becuase a pin was used in some of the transactions. I do not know what to do."
submit multiple complaint talk company inform lok fraud use obtain acount,0,2,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports",I have submitted multiple complaints with FTC and bureaus and talked to company directly to inform them that it looks like a fraud was used to obtain the accounts under my name ...
continue institutional racism busine practice colude credit reporting agency report    mortgage payment day atached    payment receipt payment   forward credit reporting agency request corect update reporting avail chase implement institutional busine practice disparage supre creditworthine employment viability,3,0,Loans,Mortgage,"Chase Bank is continuing it's institutional racism business practices, and collude with credit reporting agencies XXXX, XXXX, XXXX in erroneously inaccurately reporting my XX/XX/2019 mortgage payment as 30, or more days late. 

( Attached ) is my XX/XX/2019 payment receipt, which clearly shows that my payment was timely made at XXXX XXXX on XX/XX/19 which I have forwarded to ALL 3 credit reporting agencies requesting that they properly correct, and update their reportings to NO AVAIL .... 

This again is Chase implementing their institutional XXXX business practice to disparage, and suppress my creditworthiness, and employment viability."
aplied aprove chase busine credit card promotion card ofer alow aplicant earn point eligible purchase credit card month month purchase credit card pay balance time earning point post acount pay use credit card didn check acount chase acount find credit card cancel chase chase tok earning point cal customer service find credit card charge able reopen credit card acount pay balance want kep point   payment payment   pay remain balance pay unknown charge credit card chase refuse reopen credit card acount earning point chase representative tel aply chase credit card receive new card customer service reference folow post earning point new credit card acount folow instruction aply new card   receive leter chase reference number aprove credit card credit score leter,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","I applied and was approved for the Chase Business Credit Card in XX/XX/XXXX. The promotion for this card offer allow applicants to earn XXXX  points after {$5000.00} or more in eligible purchases are made on the credit card within the first 3 months. In the first 3 months I made purchase over {$5000.00} with this credit card and paid off my balance on time and the earning point posted in my account. After I paid off I don't use this credit card and didn't check my account online. 

On XX/XX/XXXX I went online to Chase account and find out that my credit card have been cancel by Chase and Chase took all my earning point away. I call customer service and find out that my credit card have been charge over {$800.00} in XX/XX/XXXX and it past due. She said to able to reopen my credit card account I have to pay off the balance. 
I want to keep my points so on the XX/XX/XXXX I  make payment of {$400.00}, and another payment on XX/XX/XXXX for {$200.00}. On XX/XX/XXXX I pay off the remains balance of {$200.00}. However, after I paid off that unknown charge to my credit card, Chase refuse to reopen my credit card account and not give my back my earning point. 

The Chase representative tell me to apply another Chase credit card and when I receive the new card call the customer service give the reference as follow XXXX so they can post my earning point back to my new credit card account. I did follow his instruction to apply the new card. However, on XX/XX/XXXX I received letter from Chase with Reference Number XXXX to did not approve my credit card even though my credit score is XXXX show on the letter."
receive email email acount university ask want secret shoper respond email send leter mail instruction local   store buy gift card envelope contain cashier check remainder fund supose salary secret shoper job tok check bank chase deposit check acount clear check fund available acount hapene   store purchase gift card leter instruct send tet code gift card couple day inform bank cashier check bounce demand fund gift card value use whomever send tet entire anticipated salary today chase branch eplain hapene victim refuse asist fund cale bank cashier check come confirm check counterfeit check ask asistance influence chase bank restore fund acount colege student fund use cover shortage scholarship tuition money cashier check remiter check number,4,2,Money Transfers and Financial Services,"Money transfer, virtual currency, or money service","I received an email through my XXXX  email account at XXXX XXXX  XXXX University asking if I wanted to be a secret shopper. Upon responding affirmatively to the email I was sent a letter in the mail that had instructions for me to go to a local XXXX store to buy two gift cards in the amount of {$1300.00} each. The  envelope also contained a cashiers check in the amount of {$2900.00}. The remainder of the funds was supposed to be my "" salary '' for doing the secret shopper "" job ''. I took the check to my bank ( Chase ) and deposited it in my checking account. They cleared the check and made the funds available in my account. Once that happened I went to the XXXX store to purchase the gift cards. The letter then instructed me to send a text with the codes on the back of the gift cards to XXXX. A couple of days later I was informed by my bank that the cashiers check had now bounced and they demanded the funds. The gift card values have been used by whomever I sent the text to ; and I'm out the entire amount of {$2600.00} ( {$2900.00} - my anticipated salary ). 

Today I went to my Chase branch to explain what happened and that I was a victim of XXXX. They refused to assist me with the loss of funds. I then called the bank where the cashiers check came from and they confirmed that the check is a counterfeit check. I'm asking for assistance in influencing Chase Bank to restore these funds to my account immediately. I'm a college student and the funds I had to use to cover this shortage are my scholarship tuition money. The cashiers check was "" from '' XXXX XXXX XXXX XXXX XXXX  ; the Remitter was XXXX XXXX. The check number was XXXX."
mariot visa acount bank end   acount balance year set automatic payment acount order decrease chance chase report day late credit reporting agency tel chase procese automatic payment reason chase notify cal email tet mail problem know case care mater receive notice   regard late payment fund cover late payment cause fico score drop late payment report result credit limit acount cut interest rate hike damage fact chase slash limit multiple acount close old acount dispute bureaus contact customer service eecutive ofice chase refuse acept responsibility bureaus remove day point main option leave mediation cfpb lawsuit seke financial damage cause provide documentation,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","I have a Marriott Visa account with this bank ending in XXXX. When the account had a balance last year, I set up automatic payments for this account in order to decrease any chances of it going past due. Last XXXX, Chase reported me as being 30 days late to the credit reporting agencies. From what I can tell, this was due to Chase not processing my automatic payment for some reason or another. Chase never notified me ( call, email, text, mail, etc ) that there was a problem. Had I known this was the case, I certainly wouldve taken care of the matter immediately, which was done upon receiving a notice from XXXX regarding the late. The payment amount was only {$50.00}, which I most certainly had more than enough funds to cover. This late payment has caused my FICO score to drop significantly, since its my only late payment being reported. As a result, my credit limits on other accounts have been cut and interest rates hiked, thus damaging me further. In fact, Chase slashed my limits on multiple accounts with them, plus closed my oldest account. Ive disputed this with the bureaus already and already contacted both customer service and the executive office within Chase, but they refuse to accept any responsibility or have the bureaus remove the 30 day late. At this point, my main option left is mediation with the CFPB or a lawsuit seeking financial damages theyve caused me, which I can certainly provide documentation."
request chase chargeback bank fraud scam talk representative work shut owner recipient acount ilegal use acount chargeback ned bank chase bank fraud deny efort wasn aplied start chargeback proce wek result chase problem deny ya l capable chargeback refund provide,4,2,Money Transfers and Financial Services,"Money transfer, virtual currency, or money service","I have requested for Chase to do a chargeback from the recipient bank due to fraud/scam. It was for {$1900.00} on XX/XX/2020. I already talked to a XXXX representative and they are working on shutting the owner of the recipient account down because of the illegal use of the account. And they said that a Chargeback is what needs to be done by my bank CHASE to the recipient bank because of the fraud and yet NO ONE IS DOING ANYTHING BUT DENYING ME. An effort wasn't even applied to start the Chargeback process. I have been going back and forth for 3 weeks and NO RESULTS. I have been with Chase for awhile and never had any problems. And now I'm being denied something that YA 'LL ARE VERY CAPABLE OF DOING. A chargeback from the recipient bank, not a refund provided by Chase Bank."
credit card acount multiple card chase place acount acount balance year bank mail statement charge day mail delinquent notice receive pay credit acount chase update update bank acount chase advise nede fore card acount event pay past online problem check return acount close late close acount fraud chase report delinquent nonpayment anual pay return mail statement don acount info payment acount realize payment closed acount report anual card want wasn use day payment anual card kid contact contact credit bureau credit beara reporting acurate chase acurate stop crok,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","I have a credit card with Chase bank one I have had forever. I have my account on autopay. I have multiple cards. Chase placed it annual fee of XXXX on my account. The account had not had a balance all year. The Bank did NOT mail me a statement. They just charged the amount. After 40 days they mailed me a delinquent notice which I did receive. I went online to pay I have other credit accounts with Chase and had updated my I updated the bank account on my autopay. Chase did NOT advise that I needed to do that fore EACH CArd on the same account. In any event, I paid the past due fee online. The problem was that the check was returned account closed. So not only was I not late but it was because of a closed account due to Fraud. CHase REPORTED ME, DELINQUENT, for nonpayment of their annual fee. Even though I paid and it was returned. 1 ) they didn't mail me the statement with the fee 2 ) They don't show account info on the payment accounts online so I did not realize the payment was from a closed account 3 ) I have never ever been late 4 ) they reported me for an annual fee for a card I didn't want and wasn't using. 30 days late for payment of ANNUAL CARD FEE are they Kidding I have contacted them and they say contact the credit bureau credit beara says the reporting is accurate because chase says it's accurate Please stoop these crooks."
ofer buy house maryland short sale ofer acepte close water pipe unocupied house burst considerable damage sale hold seler file insurance claim award fund repair deposit insurance claim renew ofer half insurance repair work complete point reason work progrese contractor hire seler dificult contact dismise payment work complete remain work mold remediation flor repair heating system total remain insurance claim benefit point real estate agent inform good acept remain money wait repair complete house place foreclosure chase understanding new closing set asure sale place contact new firm work nede insurance repair rehabilitation work house seler agent contact chase bank ad acount insurance claim benefit tell bank agre arangement day close seler agent asure problem acese insurance claim benefit payable seler asign close contactor begin work close aplied chase bank change contractor begin proce acese fund ask suply folowing declaration intent repaircontractors waiverinternal revenue form copy certify leter original contractor return undeliverablenotarized hold harmle agrement selercopy afidavit arm length transaction document fa insurance numerous telephone cal folow mater tell chase necesary corporate aprove change contractor order ace fund   folowe series telephone contact result insurance tell corporate release fund proper documentation ask forward corporate tell number check department tell answer number tell tell cal customer service number refer inform write leter insurance money include short sale chase kep money leter send adre forward cal insurance claim department tell nede documentation insurance setlement forward realize conversation close phone mail fa documentation information acount number insurance fund deposit base conversation conclude chase intend release fund deposit chase intend apropriate fund,2,3,Bank Account or Service,Bank account or service,"In XXXX of XXXX I made an offer to buy a house in XXXX, Maryland on a short sale. The offer was accepted in XXXX XXXX and was to go to closing in XXXX XXXX. On XXXX XXXX, water pipes in the unoccupied house froze and burst with considerable damage. The sale was put on hold. 
The seller filed an insurance claim and was awarded funds for repairs, which were deposited in the Insurance Claims Department of Chase Bank. 
I renewed my offer. About half of the insurance repair work was completed at that point. The reason the work progressed so slowly was that the contractor hired by the seller became difficult to contact and was dismissed after payment for the work completed. The remaining work was for mold remediation, floors and repair to the heating system. A total of {$14000.00} remained in the insurance claims benefit. At this point, my real estate agent informed me that it would be best to accept the remaining money rather than wait for the repairs to be completed because the house might be placed in foreclosure by Chase. With this understanding a new closing was set. 
When we were assured the sale would take place I contacted a new firm to do the work needed for the insurance repairs along with other rehabilitation work on the house. The seller and his agent contacted Chase Bank to add my name to the account for the insurance claims benefits and I was told the bank agreed to this arrangement. On the day of closing the seller and his agent assured me there would be no problems accessing the insurance claims benefits which would be payable to the seller or his assigns. We closed on XXXX XXXX, XXXX, and our contactor began work on XXXX XXXX, XXXX. Shortly after closing I applied to Chase Bank to change the name of the contractor and to begin the process of accessing the funds. I was asked to supply the following ; Declaration of Intent to RepairContractors Lien WaiverInternal Revenue Form XXXXCopy of a certified letter to the original contractor, returned as undeliverableNotarized Hold Harmless Agreement from the SellerCopy of Affidavit of "" Arms Length Transaction '' All of these documents were faxed to XXXX XXXX in the Insurance Claims Department XXXX Chase Bank. From XXXX XXXX until now I have made numerous telephone calls to follow up on this matter. I was told by Chase it would be necessary for "" Corporate '' to approve the change of contractors in order to access the funds. 
On XXXX XXXX, XXXX, I made the following series of telephone contacts with these results ; '' XXXX '' in the Insurance Office told me "" Corporate says they will not release any funds until all proper documentation has been submitted. '' I asked to be forwarded to "" Corporate. '' I was told to call XXXX. 
XXXX XXXX at that number said he was in the Checking Department. He told me to call XXXX. Whoever answered that number told me to call XXXX, where, XXXX XXXX told me to call XXXX Customer Service at XXXX. At this number, XXXX XXXX referred me to "" XXXX '' in XXXX XXXX. 
'' XXXX '' informed me that "" A VP wrote a letter saying the insurance money was not included in the short sale so Chase would keep the money. '' She said the letter was sent on XXXX XXXX ( a Sunday ) to an address in Arizona. 
'' XXXX '' then forwarded my call to XXXX XXXX in the Insurance Claims Department who told me she needed documentation that the insurance settlement was to be forwarded to me. 
Realizing that this is where the conversation started. I closed the phone call. 
I have e-mail and fax documentation to all the information above as well as the account number in which the insurance funds were deposited at Chase Bank. 
Based on those conversations, I conclude Chase does not intend to release the funds that are on deposit and instead Chase intends to appropriate the funds to themselves."
chase card acount use delete credit report showing charge witch stil afect chase card balance send colection charge fraudulent transaction activity permision knowledge want chase card bank clear debt hold responsible pay acount use transaction cancel receive return payment cancelation procese,0,1,Credit Reporting and Debt Collection,Debt collection,My chase card account was used fraudulently and it was deleted of my credit report and now its showing charged off witch still affects me. My chase card balance Should not have been sent to collections and charged off when there was fraudulent transactions and activity done with out my permission or my knowledge and I want the chase card bank to clear me from the debt. I should not be held responsible to pay off a account that I did not use. Most transactions were canceled but I never received the return payment after cancellation was processed.
thatisinviolationwithcivilcode civdivision obligation headingofdivisionamendedbystat obligationsarisingfromparticulartransaction partenacte title creditcard title adedbystat ch thereasonschasebackclosedmyacountswerestatedastomanyacountsopenedrecentlytomanyrequestsforcreditoreviewsofcreditnowthosereasonsthatheyclosedmyacountsarenotstatedinthecardmemberagrement andthefacthatheywritenandclosedmyacountsthesamedayisaclearviolationofthemgivingmeawritendaynoticeoftheirintentodoso iwilbegoingafterarbitrationforthismishandlingofmyacount,1,3,Credit Cards and Prepaid Cards,Credit card or prepaid card,"IreceivedanemailXX/XX/XXXXthatmycreditcardswereclosedimmediately.ThatisinviolationwithCIVILCODE-CIVDIVISION3.OBLIGATIONS[1427-3273](HeadingofDivision3amendedbyStats.1988,Ch.160,Sec.14.)PART4.OBLIGATIONSARISINGFROMPARTICULARTRANSACTIONS[1738-3273](Part4enacted1872.)TITLE1.3.CREDITCARDS[1747-1748.95](Title1.3addedbyStats.1971,Ch.1019.)1747.85.
Unlessrequestedbythecardholder,nocardissuershallcancelacreditcardwithouthavingfirstgiventhecardholder30dayswrittennoticeofitsintentiontodosounlessthecardholderisorhasbeenwithinthelast90daysindefaultofpaymentorotherwiseinviolationofanyprovisionoftheagreementbetweenthecardissuerandthecardholdergoverningthecardholdersuseofthecreditcardorunlessthecardissuerhasevidenceorreasonablebeliefthatthecardholderisunableorunwillingtorepayobligationsincurredundertheagreementorthatanunauthorizeduseofthecardmaybemade.
Nothingprovidedhereinshallbeconstruedtoprohibitacardissuerfromplacingtheaccountofacardholderoninactivestatusifthecardholderhasnotusedthecardforaperiodinexcessof18monthsorfromrequiringthatcardholder,uponsubsequentreuseofacard,toprovidetothecardissuersuchupdatedinformationaswillenablethecardissuertoverifythecurrentcreditworthinessofthecardholder.


ThereasonschasebackclosedmyaccountswerestatedasToomanyaccountsopenedrecentlyToomanyrequestsforcreditorreviewsofcreditNowthosereasonsthattheyclosedmyaccountsarenotstatedinthecardmemberagreements.Andthefactthattheywrittenandclosedmyaccountsthesamedayisaclearviolationofthemgivingmeawritten30daynoticeoftheirintenttodoso.Thisisaclearproblem.Iwillbegoingafterarbitrationforthismishandlingofmyaccounts."
m unfortunate event mishap law know supose charge authorization s tele cal m ready payment proce gue pay pay time tok charge card cale chase bank let know authorize charge tell m unfortunate event mishap law know supose charge authorization s tele cal m ready payment proce gue pay time tok charge card bank let know authorize charge tell company deal transaction mean understand time deal payment payment automate continuous withdrawal sort time payment car use transaction unle tell ok wish try eplain escalation department tell authorize charge credit card information begining thought   time company credit card information alowe charge verbal ok signature sort verification ok charge acount sort money chase refuse investigate option company think chase investigate inquiry claim file claim department refuse investigate claim department refuse investigate claim cale signature verbal recording authorization verbal recording authorization writen confirmation authorization authorized chase investigate investigate oficer representative talk tell deal chase lok deal company company right charge acount want authorization right,2,1,Bank Account or Service,Checking or savings account,"Im due to unfortunate events I had a mishap with the law and I got XXXX  out through XXXX XXXX   XXXX and from what I know they are not supposed to charge me without my authorization thats why they kept telling me to call them back when Im ready to make a payment so then they can process it but unfortunately I guess since I wasnt paying fast enough or I wasnt paying in time they took it upon themselves to charge my card and when I called Chase Bank and let them know that there was an on authorized charge they told me that im due to unfortunate events I had a mishap with the law and I got XXXX  out through XXXX XXXX XXXX XXXX and from what I know they are not supposed to charge me without my authorization thats why they kept telling me to call them back when Im ready to make a payment so then they could process it but unfortunately I guess since I wasnt paying fast enough or I wasnt being in time they took it upon themselves to charge my card and when I call Chase Bank and let them know that there was an on authorized charge they told me that I will I will have to personally take it up with the company because since I dealt with them before then the transaction is the XXXX meant which I dont understand because the time I dealt with them before to make the payment was for that payment to only it was not for an automated continuous withdrawal of any sort so it was for that one time payment and the car should not have been used for any other transactions unless I told him it was OK and Wish I did not and when I tried to explain that to the escalations department they told me that I authorized charge because I gave them my credit card information in the beginning. I thought XXXX is how many times the company has my credit card information theyre not allowed to charge it without my verbal OK or a signature or some sort of verification saying that it was OK to charge my account but I did not do that of any sort and now I can not get my money back because Chase is kind of refusing to investigate because they said that the only option I have is to go ill with a company myself when I thought Chase investigates all inquiries about a claim and I filed a claim against them. 

So why is chases escalation department refusing to investigate a claim that so why is chases escalation department refusing to investigate a claim that if they called to get a signature or a verbal recording of my authorization Had no verbal recording of my authorization nor had a written confirmation of my authorization so therefore it was an authorized and yet Chase wont investigate or maybe they are investigating but the officer or the representative that I talked to told me specifically that I would have to deal with them by myself because Chase is not going to look into it because I dealt with this company before that company has the right to charge my account whenever they want without my authorization which is not right."
pay mortgage   chase pay ful victim identity theft fraud bad adre confidentiality atorney general mail reason contact remove positive credit credit report include pay mortgage chase spend countle hour caling company charge didn afecte loan kind,3,0,Loans,Mortgage,I paid off my mortgage in XX/XX/2010 through Chase. It was paid in full. I am a victim of identity theft and fraud and because it was so bad I have address confidentiality through the attorney general. All my mail goes to them in XXXX. The reason I'm contacting you is that someone has removed all my positive credit from my credit report including the pay-off of my mortgage through Chase. I have spent countless hours calling companies due to charges that I didn't make. It has affected me tremendously. I can't get a loan of any kind.
deposit transfered claim file claim deposit feed send route number acount number corect acount number claim number claim answer cal tomorow person work claim cale find   misrepresent procedure claim number jibe previous information board speak   acorde ftb receive return mater procedure busine day record return refund tell provide folowe information fa telephone number bank representative month bank station supervisor tell day answer paper check mail chase phone number cale claim department receive ambiguous leter speak lei supervisor claim pst record fund acount transaction information available supervisor claim department leave catch situation claim responsibility determine fund cale ftb wait cal speak cale receive fa send   ask cal normal phone number hear speak woman don care refund hear sory speak unknown reason wait note care acorde enter filing lead aproach sn incorect tell resubmit paperwork time   information screnshot fil totaly incorect file form atache thre month chase acount posesion refund,4,2,Money Transfers and Financial Services,"Money transfer, virtual currency, or money service","XX/XX/2019 XXXX from JP Morgan XX/XX/XXXX, XX/XX/XXXX deposits Chase Acct last four XXXX Transferred to Claims Dept XXXX XXXX on hold XXXX XXXX XXXX   Filled out a Claim for the 2 deposits {$6000.00} Fed, {$13000.00} From California Total {$19000.00} Somehow sent to : JP Morgan/Chase Routing Number XXXX Account Number XXXX XXXX XXXX XXXX ( Not a correct account number per XXXX ) XXXX XXXX Claim number XXXX Claims # XXXX XXXX XXXX Per answer from XXXX - I will get a call tomorrow from the person who is working on the claim. 

Called to find out that XXXX misrepresented what the procedure is and was given the claim number at XXXX XXXX PST XXXX this does not jibe with previous information. 
XXXX California Franchise Tax Board XXXX ( XXXX ) XXXX XX/XX/2019 Spoke to XXXX ( XXXX XXXX XXXX XXXX ) and according to them ( FTB ) they have not received the {$13000.00} that JP Morgan/Chase bank intimated had been returned as a matter of procedure within 2 or 3 business days. 
Per XXXX there were no records of the return of the refund. 

I was told to provide the following information : Fax ( XXXX ) XXXX Name & telephone number of bank representative two months of bank Chase XXXX XXXX XX/XX/2019 XXXX station XXXX Supervisor XXXX fax # XXXX I was told by XXXX that it would likely take 120 days to get an answer and a paper check mailed to me. 

Chase Phone Number XXXX _______________________________________________ Called Back Claims Department at JP Morgan/Chase after receiving ambiguous letter Spoke to Lei Supervisor of the claims department XX/XX/2019 XXXX XXXX XXXX   PST There is no record of the funds being in the account and no transaction information is available. 
XXXX Supervisor of the claims department said. This leaves me in a catch 22 situation as all parties ( FTB, Chase ) claim it's the others responsibility to determine where the funds have gone. 

XXXX Called FTB waiting on a call back XXXX XXXX ( approx ) XX/XX/2019 ( Friday ) XXXX Spoke to XXXX who called back and said that they have not received the fax that was sent on Tuesday XX/XX/XXXX. 

I asked that they call with a normal phone number and she did that on XXXX XXXX XXXX but have not heard anything back from them since. 
XXXX XX/XX/2019 Spoke to a woman at CFTB who said essentially, we don't care about your refund and I almost heard "" "" ( Sorry about that XXXX in XXXX )! 
XXXX XXXX XXXX XXXX XX/XX/2019 CFPB XXXX can only speak with XXXX XXXX for some unknown reason ). I have to wait for her to get back before moving this along. 
XXXX XXXX XXXX XXXX XX/XX/2019 CFPB Note says - Need to call heckstarl? Already taken care of through XXXX XXXX XXXX # XXXX IRS XX/XX/2019. 
According to XXXX I entered the filing incorrectly leading them to approach JP Morgan/Chase with XXXX 's SSN which is totally incorrect. I was told to resubmit the paperwork this time without XXXX 's information. 
I will keep screenshots as I fill it out as that is totally incorrect as I filled out the forms correctly. 
XXXX Attached three months of the ONLY Chase Account in my possession. No refunds"
authorization large fund avaible debit card hand previous fraud document card active wire transfer acount refunded check arow tet check cash check lawn care handwriten signature way chase credit card fraud physical card hand notify problem serveral time mo cash avaible aloted cash alowance person comute fraud acount load system hand fraud victim acuse fraud legit acount chase card end thank time unique identification number document,0,1,Credit Reporting and Debt Collection,"Credit reporting, credit repair services, or other personal consumer reports","XXXX  XXXX XXXX  authorization of large amounts with no funds avaible and no debit card in hand from previous fraud documented and card was not even actives by me Wire transfer done under my name and account did not get refunded Checks were aroows by text check and somehow someone else cash a check and it goes through that was for lawn care not in my handwritten and signature off way off. 
Chase credit card fraud and no physical card in hand and notified this problem serveral times in the last 2 mo cashing out more than my avaible alloted cash allowance to persons commuting fraud XXXX has my accounts load up to system before o even get in hand and fraud being done Victim XXXX XXXX accused of fraud all pmts I made legit to him. 
Account in XXXX chase card ended in XXXX not mine Thank you for you time XXXX XXXX Former XXXX  XXXX and XXXX  XXXX unique identification number documented XXXX  XXXX XXXX XXXX Louisiana Last $ $ n XXXX XXXX XXXX"
debit card steal report folowing morning use automate tet bank block card continue use use email block card grete page closed new send notice stil use cal block new send stil use cale fraud department open claim block card refuse acknowledge block card report refuse refund money open claim investigate information    card showing pay cash close acount claim abuse,2,1,Bank Account or Service,Checking or savings account,"My debit card was stolen and I reported it the following morning using the automated text from the bank. They didn't block the card so it continued being used, so I used the email to block the card and was greeted with a page showing it was closed and a new one would be sent out. When I noticed it was still being used, I call to have it blocked and a new one sent out. It was still being used, so I eventually called and got the fraud department to open a claim and this finally blocked the card. They refuse to acknowledge they did not block the card appropriately when I reported it, and now are refusing to refund the money that was taken. When I re-opened the claim to be investigated with more information from my XXXX XXXX card ( showing I was not paying for everything in cash ), they then closed my account for "" claim abuse ''"
release fund base past corespondence violation ded trust chase provide guidance term fund repair release request rd party,3,2,Loans,Mortgage,Reopen XXXX. Chase has not released any funds based on past written correspondence. Chase is in violation of DEED OF TRUST. Chase has provided zero guidance as to the terms of how the funds to make repair are to be released as requested by 3rd parties.
